submission_date,STATE,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
4/13/21,Maine,55375,41800,13575,547,229,757,733,24,4,1,4/14/21 14:34,Agree,Agree
4/13/21,Wisconsin,647091,586632,60459,1127,205,7394,6690,704,11,1,4/14/21 14:34,Agree,Agree
4/13/21,Idaho,183910,147614,36296,219,76,2000,1742,258,4,0,4/14/21 14:34,Agree,Agree
4/13/21,Rhode Island,142774,,,420,0,2640,,,2,0,4/14/21 14:34,Not agree,N/A
4/13/21,Florida,2094670,,,8925,2580,34120,,,64,2,4/14/21 14:34,Not agree,Not agree
4/13/21,Kansas,304719,246330,58389,0,0,4930,,,0,0,4/14/21 14:34,Agree,N/A
4/13/21,Oklahoma,444288,350659,93629,406,107,6700,5671,1029,3,0,4/14/21 14:34,Agree,Agree
4/13/21,Tennessee,826371,684161,142210,1457,450,12022,9648,2374,7,2,4/14/21 14:34,Agree,Agree
4/13/21,Arkansas,332446,,,224,107,5673,,,8,6,4/14/21 14:34,Not agree,Not agree
4/13/21,Colorado,481494,451251,30243,1904,121,6168,5434,734,11,1,4/14/21 14:34,Agree,Agree
4/13/21,Texas,2826806,,,5421,1051,48273,,,54,0,4/14/21 14:34,Not agree,Not agree
4/13/21,Utah,390647,390647,0,358,0,2161,2100,61,2,0,4/14/21 14:34,Agree,Agree
4/13/21,Pennsylvania,1082062,916923,165139,6638,2423,25472,,,66,57,4/14/21 14:34,Agree,Not agree
4/13/21,Iowa,357739,,,561,213,5857,,,0,0,4/14/21 14:34,Not agree,Not agree
4/13/21,South Dakota,120154,,,262,68,1947,1586,361,0,0,4/14/21 14:34,N/A,Agree
4/13/21,Hawaii,29917,,,62,0,468,,,0,0,4/14/21 14:34,Not agree,Not agree
4/13/21,Massachusetts,632558,622662,9896,1401,0,17276,17068,208,7,0,4/14/21 14:34,Agree,Agree
4/13/21,Georgia,1076644,863814,212830,1913,819,19548,17033,2515,25,9,4/14/21 14:34,Agree,Agree
4/13/21,Ohio,1043729,880898,162831,2340,922,18917,18917,0,90,0,4/14/21 14:34,Agree,Agree
4/13/21,Alaska,62681,,,134,0,310,,,0,0,4/14/21 14:34,N/A,N/A
4/13/21,New Mexico,194164,,,177,0,3988,,,9,0,4/14/21 14:34,N/A,Not agree
4/13/21,New York,1074867,,,2718,0,19074,,,19,0,4/14/21 14:34,Not agree,Not agree
4/13/21,West Virginia,146790,115830,30960,328,78,2747,,,2,1,4/14/21 14:34,Agree,Not agree
4/13/21,California,3604395,,,1568,0,59258,,,9,0,4/14/21 14:34,Not agree,Not agree
4/13/21,Illinois,1285398,1285398,0,3193,0,23826,21540,2286,17,0,4/14/21 14:34,Agree,Agree
4/13/21,New Hampshire,89605,,,376,169,1257,,,0,0,4/14/21 14:34,Not agree,Not agree
4/13/21,North Dakota,105215,97902,7313,176,57,1474,,,1,0,4/14/21 14:34,Agree,Not agree
4/13/21,Arizona,850846,789737,61109,610,107,17105,15177,1928,19,1,4/14/21 14:34,Agree,Agree
4/13/21,Montana,106426,98830,7596,173,62,1526,1526,0,2,0,4/14/21 14:34,Agree,Agree
4/13/21,South Carolina,564931,472786,92145,814,348,9304,,,0,0,4/14/21 13:28,Agree,Not agree
4/13/21,Vermont,21388,,,97,-3,233,,,0,0,4/14/21 14:34,Not agree,Not agree
4/13/21,Washington,379083,,,1131,348,5340,,,11,0,4/14/21 14:34,N/A,N/A
4/13/21,Michigan,841234,756564,84670,10277,1410,17657,16586,1071,44,7,4/14/21 14:34,Agree,Agree
4/13/21,Delaware,99135,92852,6283,210,61,1587,1448,139,6,0,4/14/21 14:34,Agree,Agree
4/13/21,Alabama,520503,404194,116309,282,112,10722,8442,2280,10,7,4/14/21 14:34,Agree,Agree
4/13/21,New Jersey,959921,842408,117513,4848,768,24945,22372,2573,49,0,4/14/21 14:34,Agree,Agree
4/13/21,Nevada,308755,,,412,0,5339,,,7,0,4/14/21 14:34,,
4/13/21,Indiana,700775,,,952,0,13167,12762,405,16,0,4/14/21 14:34,Not agree,Agree
4/13/21,Nebraska,214682,,,0,0,2226,,,0,0,4/14/21 14:34,Not agree,Not agree
4/13/21,Connecticut,325689,299908,25781,1118,151,7974,6558,1416,17,1,4/14/21 14:34,Agree,Agree
4/13/21,Louisiana,450279,,,452,129,10255,9376,879,14,4,4/14/21 14:34,Not agree,Agree
4/13/21,Maryland,430351,,,1552,0,8493,8307,186,9,0,4/14/21 14:34,N/A,Agree
4/13/21,Kentucky,434148,329470,104678,796,371,6261,5668,593,3,0,4/14/21 14:34,Agree,Agree
4/13/21,Oregon,171398,171398,0,548,0,2446,2446,0,5,0,4/14/21 14:34,Agree,Agree
4/12/21,Mississippi,307836,188507,119329,317,226,7119,4919,2200,23,16,4/13/21 14:00,Agree,Agree
4/12/21,Washington,377952,,,488,76,5329,,,7,0,4/13/21 14:00,N/A,N/A
4/12/21,North Dakota,105039,97783,7256,231,107,1473,,,2,0,4/13/21 14:00,Agree,Not agree
4/12/21,Idaho,183691,147471,36220,317,58,1996,1738,258,3,0,4/13/21 14:00,Agree,Agree
4/12/21,Nebraska,214682,,,475,0,2226,,,6,0,4/13/21 14:00,Not agree,Not agree
4/12/21,Indiana,699823,,,846,0,13151,12746,405,3,0,4/13/21 14:00,Not agree,Agree
4/12/21,Illinois,1282205,1282205,0,2433,0,23809,21523,2286,16,-2,4/13/21 14:00,Agree,Agree
4/12/21,Vermont,21291,,,89,4,233,,,2,0,4/13/21 14:00,Not agree,Not agree
4/12/21,Delaware,98925,92703,6222,355,57,1581,1442,139,3,0,4/13/21 14:00,Agree,Agree
4/12/21,Virginia,638910,497840,141070,2048,831,10506,8811,1695,20,3,4/13/21 14:00,Agree,Agree
4/12/21,Wisconsin,645964,585710,60254,450,48,7383,6680,703,3,0,4/13/21 14:00,Agree,Agree
4/12/21,Maryland,428799,,,1084,0,8484,8298,186,14,0,4/13/21 14:00,N/A,Agree
4/12/21,Rhode Island,142354,,,419,0,2638,,,0,0,4/13/21 14:00,Not agree,N/A
4/12/21,Missouri,574786,,,792,258,8622,,,107,0,4/13/21 10:00,Not agree,Not agree
4/12/21,Michigan,830957,747697,83260,5716,879,17576,16512,1064,13,1,4/13/21 14:00,Agree,Agree
4/12/21,Iowa,357178,,,232,53,5857,,,0,0,4/13/21 14:00,Not agree,Not agree
4/12/21,Tennessee,824914,683154,141760,640,213,12015,9643,2372,3,1,4/13/21 14:00,Agree,Agree
4/12/21,Pennsylvania,1075424,912708,162716,3088,297,25406,,,1,-4,4/13/21 14:00,Agree,Not agree
4/12/21,Kansas,304719,246330,58389,483,89,4930,,,-8,-6,4/13/21 14:00,Agree,N/A
4/12/21,Ohio,1041389,879480,161909,1934,466,18827,18827,0,8,0,4/13/21 14:00,Agree,Agree
4/12/21,Alaska,62547,,,386,0,310,,,1,0,4/13/21 14:00,N/A,N/A
4/12/21,Hawaii,29855,,,68,0,468,,,0,0,4/13/21 14:00,Not agree,Not agree
4/12/21,New York,1072149,,,2750,0,19055,,,23,0,4/13/21 14:00,Not agree,Not agree
4/12/21,Colorado,479590,449468,30122,912,70,6157,5424,733,0,0,4/13/21 14:00,Agree,Agree
4/12/21,Texas,2819529,,,1613,169,48219,,,8,0,4/13/21 14:00,Not agree,Not agree
4/12/21,South Dakota,119892,,,187,52,1947,1586,361,1,2,4/13/21 14:00,N/A,Agree
4/12/21,Florida,2085745,,,1572,131,34056,,,35,3,4/13/21 14:00,Not agree,Not agree
4/12/21,Massachusetts,631157,621261,9896,1376,0,17269,17061,208,19,0,4/13/21 14:00,Agree,Agree
4/12/21,New Mexico,193987,,,619,0,3979,,,3,0,4/13/21 14:00,N/A,Not agree
4/12/21,West Virginia,146462,115580,30882,293,101,2745,,,0,0,4/13/21 14:00,Agree,Not agree
4/12/21,Oklahoma,443882,350360,93522,126,15,6697,5668,1029,0,0,4/13/21 14:00,Agree,Agree
4/12/21,Utah,390289,390289,0,185,0,2159,2098,61,0,0,4/13/21 14:00,Agree,Agree
4/12/21,Arkansas,332222,,,169,40,5665,,,4,1,4/13/21 14:00,Not agree,Not agree
4/12/21,Georgia,1074731,862720,212011,939,356,19523,17017,2506,35,0,4/13/21 14:00,Agree,Agree
4/12/21,New Jersey,955073,838328,116745,1583,307,24896,22323,2573,26,0,4/13/21 14:00,Agree,Agree
4/12/21,North Carolina,935061,805044,130017,5655,1381,12290,10853,1437,42,5,4/13/21 14:00,Agree,Agree
4/12/21,Arizona,850236,789234,61002,675,137,17086,15159,1927,0,0,4/13/21 14:00,Agree,Agree
4/12/21,Wyoming,56988,48229,8759,115,19,701,701,0,0,0,4/13/21 14:00,Agree,Agree
4/12/21,South Carolina,564117,472320,91797,702,246,9304,,,2,0,4/14/21 13:28,Agree,Not agree
4/12/21,Alabama,519071,403928,115143,172,54,10712,8439,2273,0,0,4/13/21 14:00,Agree,Agree
4/12/21,Connecticut,324571,298941,25630,2985,245,7957,6542,1415,13,1,4/13/21 14:00,Agree,Agree
4/12/21,Kentucky,433352,329045,104307,267,26,6257,5664,593,7,0,4/13/21 14:00,Agree,Agree
4/12/21,Oregon,170850,170850,0,282,0,2441,2441,0,1,0,4/13/21 14:00,Agree,Agree
4/12/21,Maine,54828,41482,13346,570,203,753,730,23,2,0,4/13/21 14:00,Agree,Agree
4/12/21,Nevada,308343,,,319,0,5332,,,0,0,4/13/21 14:00,,
4/12/21,Minnesota,544046,,,1993,326,7037,6574,463,2,0,4/13/21 14:00,N/A,Agree
4/12/21,New Hampshire,89229,,,375,170,1257,,,0,0,4/13/21 14:00,Not agree,Not agree
4/12/21,Montana,106253,98719,7534,70,7,1524,1524,0,1,0,4/13/21 14:00,Agree,Agree
4/12/21,California,3602827,,,2649,0,59249,,,31,0,4/13/21 14:00,Not agree,Not agree
4/12/21,Louisiana,449827,,,989,267,10241,9366,875,25,12,4/13/21 14:00,Not agree,Agree
4/11/21,Virginia,636862,496623,140239,1310,314,10486,8794,1692,14,0,4/12/21 13:39,Agree,Agree
4/11/21,New Jersey,953490,837052,116438,3387,517,24870,22297,2573,11,0,4/12/21 13:39,Agree,Agree
4/11/21,Idaho,183374,147212,36162,0,0,1993,1735,258,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Nebraska,214207,,,0,0,2220,,,0,0,4/12/21 13:39,Not agree,Not agree
4/11/21,Arizona,849561,788696,60865,540,111,17086,15159,1927,-6,-1,4/12/21 13:39,Agree,Agree
4/11/21,Alabama,518899,403810,115089,311,111,10712,8439,2273,0,0,4/12/21 13:39,Agree,Agree
4/11/21,North Dakota,104808,97659,7149,63,11,1471,,,0,0,4/12/21 13:39,Agree,Not agree
4/11/21,Michigan,825241,742860,82381,4837,0,17563,16500,1063,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Wyoming,56873,48133,8740,0,0,701,701,0,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Kentucky,433085,328804,104281,365,90,6250,5657,593,8,1,4/12/21 13:39,Agree,Agree
4/11/21,Washington,377464,,,1234,195,5322,,,0,0,4/12/21 13:39,N/A,N/A
4/11/21,North Carolina,929406,800770,128636,0,0,12248,10816,1432,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Vermont,21202,,,237,0,231,,,0,0,4/12/21 13:39,Not agree,Not agree
4/11/21,Georgia,1073792,862137,211655,1092,367,19488,16982,2506,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Pennsylvania,1072336,909917,162419,3362,826,25405,,,3,0,4/12/21 13:39,Agree,Not agree
4/11/21,New Mexico,193368,,,0,0,3976,,,0,0,4/12/21 13:39,N/A,Not agree
4/11/21,Iowa,356946,,,437,79,5857,,,0,0,4/12/21 13:39,Not agree,Not agree
4/11/21,West Virginia,146169,115388,30781,415,109,2745,,,3,0,4/12/21 13:39,Agree,Not agree
4/11/21,South Dakota,119705,,,0,0,1946,1587,359,0,0,4/12/21 13:39,N/A,Agree
4/11/21,Alaska,62161,,,0,0,309,,,0,0,4/12/21 13:39,N/A,N/A
4/11/21,Massachusetts,629781,619885,9896,1831,0,17250,17042,208,8,0,4/12/21 13:39,Agree,Agree
4/11/21,Texas,2817869,,,1725,209,48211,,,26,0,4/12/21 13:39,Not agree,Not agree
4/11/21,Tennessee,824274,682727,141547,923,276,12012,9641,2371,8,2,4/12/21 13:39,Agree,Agree
4/11/21,Hawaii,29787,,,89,0,468,,,0,0,4/12/21 13:39,Not agree,Not agree
4/11/21,Arkansas,332053,,,0,0,5661,,,0,0,4/12/21 13:39,Not agree,Not agree
4/11/21,Kansas,304236,245936,58300,0,0,4938,,,0,0,4/12/21 13:39,Agree,N/A
4/11/21,Ohio,1039455,878012,161443,1855,261,18819,18819,0,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Colorado,478678,448626,30052,1235,81,6157,5424,733,2,0,4/12/21 13:39,Agree,Agree
4/11/21,Florida,2084173,,,5389,1693,34021,,,7,-1,4/12/21 13:39,Not agree,Not agree
4/11/21,New York,1069399,,,3514,0,19032,,,22,0,4/12/21 13:39,Not agree,Not agree
4/11/21,Oklahoma,443756,350249,93507,187,19,6697,5668,1029,1,0,4/12/21 13:39,Agree,Agree
4/11/21,Utah,390104,390104,0,344,0,2159,2098,61,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Wisconsin,645514,585308,60206,613,44,7380,6677,703,1,0,4/12/21 13:39,Agree,Agree
4/11/21,California,3600178,,,4954,0,59218,,,105,0,4/12/21 13:39,Not agree,Not agree
4/11/21,Maine,54258,41115,13143,295,98,751,728,23,1,1,4/12/21 13:39,Agree,Agree
4/11/21,Delaware,98570,92405,6165,367,51,1578,1439,139,1,0,4/12/21 13:39,Agree,Agree
4/11/21,Mississippi,307519,188416,119103,70,14,7096,4912,2184,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Indiana,698692,,,1159,0,13148,12743,405,10,0,4/12/21 13:39,Not agree,Agree
4/11/21,Illinois,1279772,1279772,0,2942,0,23793,21505,2288,16,0,4/12/21 13:39,Agree,Agree
4/11/21,Louisiana,448838,,,0,0,10216,9353,863,0,0,4/12/21 13:39,Not agree,Agree
4/11/21,Missouri,573994,,,429,163,8515,,,0,0,4/12/21 9:39,Not agree,Not agree
4/11/21,New Hampshire,88854,,,408,130,1257,,,1,0,4/12/21 13:39,Not agree,Not agree
4/11/21,Rhode Island,141935,,,419,0,2638,,,0,0,4/12/21 13:39,Not agree,N/A
4/11/21,Maryland,427715,,,985,0,8470,8284,186,15,0,4/12/21 13:39,N/A,Agree
4/11/21,Connecticut,321586,296201,25385,0,0,7944,6530,1414,0,0,4/12/21 13:39,Agree,Agree
4/11/21,South Carolina,563415,471864,91551,753,298,9302,,,2,0,4/14/21 13:28,Agree,Not agree
4/11/21,Nevada,308024,,,320,0,5332,,,0,0,4/12/21 13:39,,
4/11/21,Minnesota,542053,,,1776,266,7035,6572,463,13,1,4/12/21 13:39,N/A,Agree
4/11/21,Oregon,170568,170568,0,483,0,2440,2440,0,0,0,4/12/21 13:39,Agree,Agree
4/11/21,Montana,106183,98656,7527,41,8,1523,1523,0,0,0,4/12/21 13:39,Agree,Agree
4/10/21,Wisconsin,644901,584739,60162,950,146,7379,6676,703,4,0,4/11/21 13:50,Agree,Agree
4/10/21,Washington,376230,,,1436,213,5322,,,0,0,4/11/21 13:50,N/A,N/A
4/10/21,Nevada,307704,,,752,0,5332,,,9,0,4/11/21 13:50,,
4/10/21,Louisiana,448838,,,0,0,10216,9353,863,0,0,4/11/21 13:50,Not agree,Agree
4/10/21,Alabama,518588,403610,114978,354,145,10712,8439,2273,26,4,4/11/21 13:50,Agree,Agree
4/10/21,Connecticut,321586,296201,25385,0,0,7944,6530,1414,0,0,4/11/21 13:50,Agree,Agree
4/10/21,South Carolina,562662,471409,91253,970,364,9300,,,2,0,4/14/21 13:28,Agree,Not agree
4/10/21,Maryland,426730,,,1483,0,8455,8269,186,11,0,4/11/21 13:50,N/A,Agree
4/10/21,Missouri,573565,,,428,136,8515,,,0,0,4/11/21 9:50,Not agree,Not agree
4/10/21,Illinois,1276830,1276830,0,3630,0,23777,21489,2288,15,2,4/11/21 13:50,Agree,Agree
4/10/21,Vermont,20965,,,150,10,231,,,0,0,4/11/21 13:50,Not agree,Not agree
4/10/21,North Dakota,104745,97607,7138,44,-15,1471,,,0,0,4/11/21 13:50,Agree,Not agree
4/10/21,California,3595224,,,4466,0,59113,,,170,0,4/11/21 13:50,Not agree,Not agree
4/10/21,Ohio,1037600,876418,161182,2048,607,18819,18819,0,0,0,4/11/21 13:50,Agree,Agree
4/10/21,Hawaii,29698,,,112,0,468,,,1,0,4/11/21 13:50,Not agree,Not agree
4/10/21,Massachusetts,627950,618054,9896,2107,0,17242,17034,208,3,0,4/11/21 13:50,Agree,Agree
4/10/21,Florida,2078784,,,6731,1906,34014,,,46,1,4/11/21 13:50,Not agree,Not agree
4/10/21,Tennessee,823351,682080,141271,1266,305,12004,9635,2369,3,1,4/11/21 13:50,Agree,Agree
4/10/21,West Virginia,145754,115082,30672,455,131,2742,,,5,-1,4/11/21 13:50,Agree,Not agree
4/10/21,Arkansas,332053,,,171,47,5661,,,0,0,4/11/21 13:50,Not agree,Not agree
4/10/21,New Mexico,193368,,,0,0,3976,,,0,0,4/11/21 13:50,N/A,Not agree
4/10/21,Utah,389760,389760,0,407,0,2159,2098,61,2,0,4/11/21 13:50,Agree,Agree
4/10/21,Texas,2816097,,,2661,759,48185,,,76,0,4/11/21 13:50,Not agree,Not agree
4/10/21,Georgia,1072700,861412,211288,1570,551,19488,16982,2506,64,12,4/11/21 13:50,Agree,Agree
4/10/21,Kansas,304236,245936,58300,0,0,4938,,,0,0,4/11/21 13:50,Agree,N/A
4/10/21,Pennsylvania,1068974,907381,161593,4882,565,25402,,,40,21,4/11/21 13:50,Agree,Not agree
4/10/21,New York,1065885,,,3988,0,19010,,,26,0,4/11/21 13:50,Not agree,Not agree
4/10/21,Iowa,356509,,,441,83,5857,,,8,8,4/11/21 13:50,Not agree,Not agree
4/10/21,South Dakota,119705,,,238,63,1946,1587,359,0,0,4/11/21 13:50,N/A,Agree
4/10/21,Oklahoma,443569,350081,93488,346,61,6696,5667,1029,2,0,4/11/21 13:50,Agree,Agree
4/10/21,Alaska,62161,,,0,0,309,,,0,0,4/11/21 13:50,N/A,N/A
4/10/21,Colorado,477443,447472,29971,1455,122,6155,5422,733,5,-1,4/11/21 13:50,Agree,Agree
4/10/21,North Carolina,929406,800770,128636,0,0,12248,10816,1432,0,0,4/11/21 13:50,Agree,Agree
4/10/21,New Jersey,950103,834182,115921,3599,677,24859,22286,2573,33,0,4/11/21 13:50,Agree,Agree
4/10/21,Minnesota,540277,,,2449,266,7022,6560,462,12,1,4/11/21 13:50,N/A,Agree
4/10/21,Oregon,170085,170085,0,747,0,2440,2440,0,0,0,4/11/21 13:50,Agree,Agree
4/10/21,New Hampshire,88446,,,468,176,1256,,,3,1,4/11/21 13:50,Not agree,Not agree
4/10/21,Kentucky,432720,328529,104191,500,242,6241,5649,592,10,0,4/11/21 13:50,Agree,Agree
4/10/21,Idaho,183374,147212,36162,221,61,1993,1735,258,0,0,4/11/21 13:50,Agree,Agree
4/10/21,Wyoming,56873,48133,8740,0,0,701,701,0,0,0,4/11/21 13:50,Agree,Agree
4/10/21,Mississippi,307449,188360,119089,117,45,7096,4912,2184,1,1,4/11/21 13:50,Agree,Agree
4/10/21,Delaware,98203,92089,6114,419,57,1577,1438,139,4,0,4/11/21 13:50,Agree,Agree
4/10/21,Arizona,849021,788267,60754,819,105,17092,15164,1928,30,2,4/11/21 13:50,Agree,Agree
4/10/21,Indiana,697533,,,1358,0,13138,12733,405,7,0,4/11/21 13:50,Not agree,Agree
4/10/21,Virginia,635552,495627,139925,1227,301,10472,8780,1692,14,1,4/11/21 13:50,Agree,Agree
4/10/21,Maine,53963,40918,13045,218,73,750,728,22,0,0,4/11/21 13:50,Agree,Agree
4/10/21,Michigan,820404,738023,82381,7539,647,17563,16500,1063,27,10,4/11/21 13:50,Agree,Agree
4/10/21,Rhode Island,141516,,,419,0,2638,,,0,0,4/11/21 13:50,Not agree,N/A
4/10/21,Montana,106142,98623,7519,168,28,1523,1523,0,2,0,4/11/21 13:50,Agree,Agree
4/10/21,Nebraska,214207,,,633,0,2220,,,1,0,4/11/21 13:50,Not agree,Not agree
4/9/21,Maine,53745,40773,12972,307,83,750,728,22,0,0,4/10/21 13:45,Agree,Agree
4/9/21,Virginia,634325,494701,139624,1700,453,10458,8767,1691,7,-5,4/10/21 13:45,Agree,Agree
4/9/21,California,3590758,,,2606,0,58943,,,155,0,4/10/21 13:45,Not agree,Not agree
4/9/21,Rhode Island,141097,,,563,0,2638,,,2,0,4/10/21 13:45,Not agree,N/A
4/9/21,Delaware,97784,91727,6057,380,68,1573,1434,139,5,0,4/10/21 13:45,Agree,Agree
4/9/21,Alabama,518234,403401,114833,318,92,10686,8417,2269,11,3,4/10/21 13:45,Agree,Agree
4/9/21,New Jersey,946504,831260,115244,4193,728,24826,22253,2573,43,0,4/10/21 13:45,Agree,Agree
4/9/21,Mississippi,307332,188288,119044,238,100,7095,4912,2183,9,2,4/10/21 13:45,Agree,Agree
4/9/21,Illinois,1273200,1273200,0,4004,0,23762,21476,2286,22,3,4/10/21 13:45,Agree,Agree
4/9/21,Maryland,425247,,,3424,0,8444,8258,186,34,0,4/10/21 13:45,N/A,Agree
4/9/21,Oregon,169338,169338,0,543,0,2440,2440,0,1,0,4/10/21 13:45,Agree,Agree
4/9/21,Idaho,183153,147052,36101,312,76,1993,1735,258,4,2,4/10/21 13:45,Agree,Agree
4/9/21,Nevada,306952,,,637,0,5323,,,10,0,4/10/21 13:45,,
4/9/21,Connecticut,321586,296201,25385,1807,128,7944,6530,1414,4,0,4/10/21 13:45,Agree,Agree
4/9/21,Wyoming,56873,48133,8740,71,6,701,701,0,0,0,4/10/21 13:45,Agree,Agree
4/9/21,South Carolina,561692,470803,90889,988,335,9298,,,6,1,4/14/21 13:28,Agree,Not agree
4/9/21,North Dakota,104701,97548,7153,213,146,1471,,,1,0,4/10/21 13:45,Agree,Not agree
4/9/21,Tennessee,822085,681119,140966,1120,335,12001,9633,2368,4,1,4/10/21 13:45,Agree,Agree
4/9/21,Florida,2072053,,,6931,1972,33968,,,62,2,4/10/21 13:45,Not agree,Not agree
4/9/21,Georgia,1071130,860393,210737,1441,436,19424,16930,2494,50,6,4/10/21 13:45,Agree,Agree
4/9/21,Alaska,62161,,,243,0,309,,,0,0,4/10/21 13:45,N/A,N/A
4/9/21,New York,1061897,,,4646,0,18984,,,26,0,4/10/21 13:45,Not agree,Not agree
4/9/21,Massachusetts,625843,615947,9896,2184,0,17239,17031,208,9,0,4/10/21 13:45,Agree,Agree
4/9/21,Iowa,356068,,,615,181,5849,,,6,6,4/10/21 13:45,Not agree,Not agree
4/9/21,Colorado,475988,446139,29849,1935,163,6150,5416,734,7,1,4/10/21 13:45,Agree,Agree
4/9/21,New Mexico,193368,,,121,0,3976,,,2,0,4/10/21 13:45,N/A,Not agree
4/9/21,Pennsylvania,1064092,903064,161028,5048,976,25362,,,35,-41,4/10/21 13:45,Agree,Not agree
4/9/21,West Virginia,145299,114758,30541,479,87,2737,,,2,1,4/10/21 13:45,Agree,Not agree
4/9/21,Hawaii,29586,,,81,0,467,,,0,0,4/10/21 13:45,Not agree,Not agree
4/9/21,Texas,2812899,,,3402,938,48109,,,96,0,4/10/21 13:45,Not agree,Not agree
4/9/21,South Dakota,119467,,,270,75,1946,1587,359,7,0,4/10/21 13:45,N/A,Agree
4/9/21,Utah,389353,389353,0,444,0,2157,2096,61,8,0,4/10/21 13:45,Agree,Agree
4/9/21,Oklahoma,443223,349796,93427,418,126,6694,5665,1029,3,0,4/10/21 13:45,Agree,Agree
4/9/21,Kansas,304236,245936,58300,469,94,4938,,,6,0,4/10/21 13:45,Agree,N/A
4/9/21,Ohio,1035552,874977,160575,1946,575,18819,18819,0,75,0,4/10/21 13:45,Agree,Agree
4/9/21,Arkansas,331882,,,178,58,5661,,,-1,0,4/10/21 13:45,Not agree,Not agree
4/9/21,Nebraska,213574,,,0,0,2219,,,0,0,4/10/21 13:45,Not agree,Not agree
4/9/21,Louisiana,448838,,,734,288,10216,9353,863,16,6,4/10/21 13:45,Not agree,Agree
4/9/21,Missouri,573137,,,577,219,8515,,,5,0,4/10/21 9:45,Not agree,Not agree
4/9/21,New Hampshire,87978,,,537,393,1253,,,2,0,4/10/21 13:45,Not agree,Not agree
4/9/21,Minnesota,537828,,,2646,431,7010,6549,461,10,0,4/10/21 13:45,N/A,Agree
4/9/21,North Carolina,929406,800770,128636,2509,922,12248,10816,1432,24,5,4/10/21 13:45,Agree,Agree
4/9/21,Indiana,696175,,,1339,0,13131,12726,405,17,1,4/10/21 13:45,Not agree,Agree
4/9/21,Wisconsin,643951,583935,60016,1194,102,7375,6672,703,5,0,4/10/21 13:45,Agree,Agree
4/9/21,Kentucky,432220,328271,103949,733,239,6223,5631,592,4,0,4/10/21 13:45,Agree,Agree
4/9/21,Vermont,20815,,,146,9,231,,,1,0,4/10/21 13:45,Not agree,Not agree
4/9/21,Montana,105974,98483,7491,152,31,1521,1521,0,1,0,4/10/21 13:45,Agree,Agree
4/9/21,Arizona,848202,787553,60649,677,202,17062,15136,1926,7,-6,4/10/21 13:45,Agree,Agree
4/9/21,Washington,374794,,,1582,296,5322,,,6,0,4/10/21 13:45,N/A,N/A
4/9/21,Michigan,812865,731131,81734,8834,1000,17479,16426,1053,29,3,4/10/21 13:45,Agree,Agree
4/8/21,Minnesota,535182,,,2524,527,7000,6539,461,14,2,4/9/21 14:11,N/A,Agree
4/8/21,Nebraska,213574,,,789,0,2219,,,36,0,4/9/21 14:11,Not agree,Not agree
4/8/21,Washington,373212,,,1042,134,5316,,,10,0,4/9/21 14:11,N/A,N/A
4/8/21,Wyoming,56802,48068,8734,102,19,701,701,0,0,0,4/9/21 14:11,Agree,Agree
4/8/21,Mississippi,307094,188150,118944,243,163,7086,4905,2181,0,1,4/9/21 14:11,Agree,Agree
4/8/21,Kentucky,431487,327777,103710,627,227,6214,5622,592,16,1,4/9/21 14:11,Agree,Agree
4/8/21,Delaware,97404,91415,5989,362,95,1568,1429,139,1,0,4/9/21 14:11,Agree,Agree
4/8/21,Maryland,421823,,,0,0,8410,8224,186,0,0,4/9/21 14:11,N/A,Agree
4/8/21,Maine,53438,40549,12889,439,182,750,728,22,2,-1,4/9/21 14:11,Agree,Agree
4/8/21,Virginia,632625,493454,139171,1542,542,10451,8755,1696,15,2,4/9/21 14:11,Agree,Agree
4/8/21,Nevada,306315,,,386,0,5313,,,5,0,4/9/21 14:11,,
4/8/21,Indiana,694836,,,1411,0,13114,12710,404,15,-1,4/9/21 14:11,Not agree,Agree
4/8/21,South Carolina,560704,470150,90554,1023,380,9292,,,9,2,4/14/21 13:28,Agree,Not agree
4/8/21,Idaho,182841,146816,36025,310,88,1989,1733,256,9,3,4/9/21 14:11,Agree,Agree
4/8/21,Massachusetts,623659,613763,9896,1938,0,17230,17022,208,8,0,4/9/21 14:11,Agree,Agree
4/8/21,Florida,2065122,,,7763,2442,33906,,,84,11,4/9/21 14:11,Not agree,Not agree
4/8/21,Tennessee,820965,680334,140631,1460,333,11997,9630,2367,21,3,4/9/21 14:11,Agree,Agree
4/8/21,Hawaii,29505,,,121,0,467,,,3,0,4/9/21 14:11,Not agree,Not agree
4/8/21,Utah,388909,388909,0,483,0,2149,2088,61,10,1,4/9/21 14:11,Agree,Agree
4/8/21,South Dakota,119197,,,222,51,1939,1580,359,1,0,4/9/21 14:11,N/A,Agree
4/8/21,New York,1057251,,,4553,0,18958,,,14,0,4/9/21 14:11,Not agree,Not agree
