,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
27,nc,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1626.512526,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,1574.6750264414,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1780.3379639,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,536.65815750553,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,2164.8940182545,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1214.2144161,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,2247.5485008,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,2239.0707798947,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1066.0444346,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1501.1229549,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,638.8734053,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1052.9223232,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-09-01,2020-11-19,79,1942.680540439,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,2327.6880402,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1554.1581559,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,2289.1348207,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,2159.130809,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,1634.8935326,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1424.8108404,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,262.0238498,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-09-01,2021-02-11,163,984.1110046,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,1315.3262021,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,586.2800317,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-09-01,2021-02-10,162,667.9809731,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,733.2426577,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,2615.4224244,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,2058.185356,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,2787.0433759136,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1826.2677855,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1007.4953948,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,1489.5855508967,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-09-02,2020-09-06,4,1994.6184833418,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,1802.182048217,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,2949.295822,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,2586.4374058,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,635.0150296072,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,2096.2133962,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1827.801451,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1883.2494556,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1456.4142967,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1521.4631859,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1118.9493949,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,3223.1585224,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,1869.9737961666,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,1808.2167762766,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,339.8273487,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1146.1864328,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1366.8445033,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1420.7254244,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,2834.7035044,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,719.60687813559,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1637.2771233,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1609.7115458,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1801.3779926,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,536.65815750553,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,2168.3278560805,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1221.4634574,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,2268.4565327,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,2242.7102163969,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1075.9425448,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1519.2934191,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,641.9319175,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1059.2963328,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,2000.9231980411,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-09-02,2020-11-19,78,2340.4485081129,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1582.8697837,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,2311.1286958,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,2174.2536466,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,1648.5244036,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1435.67134,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,262.3443683,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-09-02,2021-02-11,162,989.862891,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,1324.6865486,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,593.8128959,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-09-02,2021-02-10,161,675.7562301,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,747.1857507,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,2636.7554967,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,2090.2947971,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,2802.0460199236,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,1836.5683956,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1012.1491939,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1492.4184224159,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-09-03,2020-09-06,3,2002.8367025671,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1812.8622540985,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,2965.9223409,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,2611.6318432,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,649.91750666727,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,2117.195498,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1842.5183191,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1893.9819304581,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1473.021005407,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,1523.3167451,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,1138.959812,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,3240.6469291,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1869.9737961666,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1819.6795066891,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,343.547,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1153.9366189,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1385.2499595718,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,1443.3733479,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,2859.9374561,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,736.44854216685,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1652.9901934,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,1657.2142424,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1825.6231364,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,540.3354095,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,2172.5835633,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1231.0016697,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,2267.6124196,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,2247.2800738127,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1087.4489909,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1542.2655359,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,648.1200701,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1068.357424772,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,2000.9231980411,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,2363.6193426164,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,1620.624444,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,2336.2415425,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,2186.8278463,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,1663.7772547,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,1448.8632736,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,262.34436825008,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-09-03,2021-02-11,161,996.1531961,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-09-03,2020-11-19,77,1337.1727356635,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,605.1400917,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-09-03,2021-02-10,160,680.4213844,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,763.5893896,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,2659.3530531685,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,2126.5463230879,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,2812.0477826,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,1850.8576447,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1018.5394851,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,1496.7939467426,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-09-04,2020-09-06,2,2010.0630677479,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,1823.0289885434,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,2980.8121777,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,2631.0904256,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,669.05765492926,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,2154.6907042,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1857.5709333,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1936.34364,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,1488.4691065,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,1573.809071,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,1156.6871613,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,3258.3289343,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1869.9737962,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,1833.2263699038,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,344.66289543614,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1164.4804767,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1400.1977434,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,1469.4429002,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,2887.5906415,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,750.29613259255,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1652.9901934,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,1702.3549265,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1836.3240847,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,541.87985535162,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,2177.6386229072,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1235.2938652,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,2294.4941749704,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,2251.7214200526,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1098.8442224,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1567.8659257,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,654.4030602,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,1075.3172807757,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,2000.9231980411,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,2395.2583111,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,1649.9012614,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,2351.6313979,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,2205.644312,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1679.3420251,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,1461.8794709496,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-09-04,2020-11-19,76,263.14566442678,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-09-04,2021-02-11,160,1002.4435012,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,1362.9008075,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,615.8534986,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-09-04,2021-02-10,159,689.2333424,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,776.3022097,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,2688.1098714407,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,2143.6117123577,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,2823.5195846,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1861.6289952,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1018.5394851,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,1496.7939467426,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-09-05,2020-09-07,2,2017.4311263636,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,1837.4061887685,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,2997.8344553,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,2651.7545736,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,684.59578266962,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,2187.1464025,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1873.2950396,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1958.4714778,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,1504.5559272507,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1573.809071,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1174.3025956,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,3258.3289343,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1869.9737962,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,1846.0619814479,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,344.66289543614,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1173.4522683,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1416.4044746,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1501.8180254,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,2905.7012939,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,763.8630286,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1687.4483461,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1749.7264002,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1843.7682226,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,545.99837759642,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,2181.2976304,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1242.2567601,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,2307.0584736617,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,2255.8389181292,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1110.3164487,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1596.8527442,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,660.4726658,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1082.8395494,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,2000.9231980411,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,2413.981433,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1683.0213676,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,2377.4763976,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,2221.3086059,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1681.3383082,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1472.9860012,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-09-05,2020-11-19,75,263.94696060347,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-09-05,2021-02-11,159,1009.0227138,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,1379.1483081,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,629.9148452,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-09-05,2021-02-10,158,692.1706617,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-09-06,2021-02-11,158,788.0581509,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-09-06,2021-02-10,157,2698.5316687,,,state,usa-facts
